order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,payment_type,payment_value,payment_installments,review_score,category,delivery_days,is_late,delay_days,total_order_value,order_year,order_month,order_date,order_dayofweek,is_weekend,approval_hours,is_cancelled,is_anomaly,anomaly_score,is_price_spike,is_freight_spike,is_severe_delay,is_fast_delivery,is_payment_mismatch
3a830ecb5338f0ff69822d388b64822e,f8c3d249c98f91b25409df45d4a095e3,delivered,2018-01-24 11:40:28,2018-01-24 15:08:06,2018-02-07 18:44:52,2018-02-15 15:08:38,2018-02-20,1.0,bb1865456593db5a35bcc2b23174a09d,04aa0a1c5ce6b222003403a3e11c3cc0,2018-01-30 15:08:06,109.0,84.38759999999995,682dff0e9050d37ddd64e2ffc53bcbbe,79051,campo grande,ms,esporte_lazer,39.0,1424.0,4.0,7450.0,101.0,16.0,32.0,13150.0,cosmopolis,sp,credit card,207.02,3.0,4.0,sports leisure,22.0,0,-5.0,207.02,2018,1,2018-01-24,2,0,3.460555555555556,0,1,-0.6100385054018812,0,1,0,0,0
f04bfdbef5359607d39e66fccc9cc0de,ddbd5d378c4a0981ba1ef29fb8e40b8f,delivered,2017-09-13 15:07:45,2017-09-13 15:25:15,2017-09-14 19:27:47,2017-09-22 16:48:51,2017-10-04,1.0,482c25dc8512547962854dfff5ac057b,48162d548f5b1b11b9d29d1e01f75a61,2017-09-19 15:25:15,217.85,84.38759999999995,74182c655b0270d9dde23ca43bb16a2e,75533,itumbiara,go,casa_construcao,58.0,539.0,1.0,544.0,22.0,13.0,18.0,13403.0,piracicaba,sp,credit card,998.49,1.0,1.0,home construction,9.0,0,-12.0,347.69,2017,9,2017-09-13,2,0,0.2916666666666667,0,1,-0.6513108360352524,0,1,0,0,1
f04bfdbef5359607d39e66fccc9cc0de,ddbd5d378c4a0981ba1ef29fb8e40b8f,delivered,2017-09-13 15:07:45,2017-09-13 15:25:15,2017-09-14 19:27:47,2017-09-22 16:48:51,2017-10-04,4.0,482c25dc8512547962854dfff5ac057b,48162d548f5b1b11b9d29d1e01f75a61,2017-09-19 15:25:15,217.85,84.38759999999995,74182c655b0270d9dde23ca43bb16a2e,75533,itumbiara,go,casa_construcao,58.0,539.0,1.0,544.0,22.0,13.0,18.0,13403.0,piracicaba,sp,credit card,998.49,1.0,1.0,home construction,9.0,0,-12.0,347.69,2017,9,2017-09-13,2,0,0.2916666666666667,0,1,-0.6513108360352524,0,1,0,0,1
2b72a32a2c3e93fa260ca7655073886f,5265029daa29cc08d86b9f96cd99d03f,delivered,2018-04-18 15:40:36,2018-04-19 08:15:16,2018-04-25 13:34:00,2018-05-03 13:03:03,2018-05-18,1.0,cc3181a81384b6fc34602d49cb6068a6,e882b2a25a10b9c057cc49695f222c19,2018-04-25 08:15:16,889.0,84.38759999999995,6940ba069c2c25350ea9e059b35d7d23,89248,garuva,sc,eletrodomesticos_2,33.0,94.0,1.0,18450.0,68.0,21.0,42.0,25963.0,teresopolis,rj,credit card,1255.43,10.0,5.0,home appliances 2,14.0,0,-15.0,1255.43,2018,4,2018-04-18,2,0,16.57777777777778,0,1,-0.7445378167112875,1,1,0,0,0
ac64f79a33bfa575fc5a17e7926df3d5,51a8d592336a414fea21f12534b0f797,delivered,2018-04-01 18:27:01,2018-04-02 17:55:24,2018-04-03 18:25:51,2018-04-04 19:47:44,2018-04-12,1.0,bd9fca6bf4bdcbf4094d7bc11415dfe5,ba90964cff9b9e0e6f32b23b82465f7b,2018-04-06 17:55:24,889.0,20.6,5a6d092525ea183026c9b405b903fe0c,4363,sao paulo,sp,eletroportateis,47.0,2378.0,6.0,4683.0,45.0,29.0,22.0,7140.0,guarulhos,sp,credit card,1119.6,10.0,3.0,small appliances,3.0,0,-8.0,1119.6,2018,4,2018-04-01,6,1,23.473055555555558,0,1,-0.6977966219665116,1,0,0,0,0
6cb134bb285a64b0425d1fdaa00d4214,d854800a320bbb07b484f76894e4638f,delivered,2018-07-01 20:54:21,2018-07-02 20:50:21,2018-07-03 10:48:00,2018-07-10 22:12:13,2018-07-26,1.0,463cdd8acfe23847f35e29076df0bbbd,c3acdfac4e3e97ff87529454fbc03642,2018-07-06 20:50:21,889.0,32.09,a813e96ecd044395587037a8314a4151,86700,arapongas,pr,relogios_presentes,40.0,153.0,3.0,550.0,16.0,16.0,11.0,5705.0,sao paulo,sp,credit card,2031.09,1.0,5.0,watches gifts,9.0,0,-16.0,2031.09,2018,7,2018-07-01,6,1,23.933333333333334,0,1,-0.7086477755035541,1,0,0,0,1
da8be3bb62e9bf01e2e1a3bfd74ebd1a,3f083b9f62e687be8d84684c7d54c8db,delivered,2017-04-06 13:44:08,2017-04-06 13:55:17,2017-04-08 01:37:04,2017-05-08 10:52:06,2017-05-04,1.0,cea7edf64d9e93fbf6b89cc3ba537cd9,a4b6b9b992b46e9ef863637af96e04bc,2017-04-12 13:55:17,889.0,61.24,1e7097be947ad5d0f7819bdc9d8d7d0e,24716,sao goncalo,rj,ferramentas_jardim,57.0,492.0,1.0,25000.0,40.0,40.0,40.0,88090.0,florianopolis,sc,credit card,2751.24,10.0,1.0,garden tools,31.0,1,4.0,2751.24,2017,4,2017-04-06,3,0,0.1858333333333333,0,1,-0.7623792739027688,1,1,0,0,1
f30607daae66843552e00843c6de88ef,8e1769459d9b9a9989799f6c79a4a663,delivered,2018-02-21 13:18:37,2018-02-23 02:31:22,2018-03-05 23:44:55,2018-04-12 11:36:51,2018-03-27,1.0,aed75ad669fbebd5a385ac7cc2ae7573,17f51e7198701186712e53a39c564617,2018-03-12 02:31:06,550.0,84.38759999999995,1b1819e5da72c7a8c26b2e46aeeac553,28380,natividade,rj,beleza_saude,42.0,427.0,1.0,30000.0,50.0,75.0,56.0,3908.0,sao paulo,sp,boleto,695.99,1.0,1.0,health beauty,45.0,1,16.0,695.99,2018,2,2018-02-21,2,0,37.2125,0,1,-0.7108246101125847,1,1,1,0,0
4f7ce3efe568a5e57290a9fa3e45b1f5,2569d6c5ed547bf0feaf37e32677fdaa,delivered,2018-01-26 13:32:22,2018-01-26 13:52:07,2018-01-29 23:16:01,2018-03-08 11:15:57,2018-02-21,1.0,cb460986a447ed00da792526bf6189e4,ea566164622c6b439516ab18062c42cd,2018-02-01 13:52:07,889.0,32.67,9fc8316f4c0d0601664216e0a9327ed5,64056,teresina,pi,esporte_lazer,55.0,2761.0,4.0,340.0,18.0,13.0,16.0,5303.0,sao  paulo,sp,credit card,1727.67,10.0,1.0,sports leisure,40.0,1,15.0,1727.67,2018,1,2018-01-26,4,0,0.3291666666666666,0,1,-0.7455459868672627,1,0,1,0,0
dc05a07c0cc70e26e10e274313034ad3,d9abf57c9a7f1cd9865625d2cba96053,delivered,2018-08-01 16:37:54,2018-08-01 16:50:14,2018-08-03 12:01:00,2018-08-11 15:54:34,2018-08-20,1.0,5145cef9f9e1293cf8cba2c924eb94e9,17a053fcb14bd219540cbde0df490be0,2018-08-07 16:50:14,299.9,84.38759999999995,34c13cd5451e9a2b8dcd0a2260ad631b,50731,recife,pe,moveis_escritorio,46.0,2250.0,1.0,11600.0,58.0,20.0,58.0,13843.0,mogi guacu,sp,debit card,429.64,1.0,5.0,office furniture,9.0,0,-9.0,429.64,2018,8,2018-08-01,2,0,0.2055555555555555,0,1,-0.6269655878524318,0,1,0,0,0
c3fd670b03599718895218d479f660b6,8f437c018d57b705d06574998fc4f348,delivered,2017-10-04 17:56:28,2017-10-04 18:28:17,2017-10-05 20:24:51,2017-10-18 20:27:31,2017-11-01,1.0,1eb5b06a73df439c29be30c762965ce3,7e93a43ef30c4f03f38b393420bc753a,2017-10-10 18:28:17,889.0,21.05,eb679f5c31d49d7a27b04db1e948b959,28897,rio das ostras,rj,relogios_presentes,55.0,328.0,1.0,900.0,23.0,15.0,19.0,6429.0,barueri,sp,boleto,921.04,1.0,3.0,watches gifts,14.0,0,-14.0,921.04,2017,10,2017-10-04,2,0,0.5302777777777777,0,1,-0.6614109801209334,1,0,0,0,0
9dc8d1a6f16f1b89874c29c9d8d30447,d9442164acf4b03109425633efaa0cfc,delivered,2017-10-12 13:33:22,2017-10-12 13:49:22,2017-10-17 15:42:42,2017-10-24 20:17:44,2017-11-06,1.0,a2ff5a97bf95719e38ea2e3b4105bce8,0015a82c2db000af6aaaf3ae2ecb0532,2017-10-18 14:49:22,889.0,21.02,9915eb9f74b6c11aaf04833f65b00e93,38600,paracatu,mg,eletroportateis,40.0,849.0,2.0,11800.0,40.0,43.0,36.0,9080.0,santo andre,sp,credit card,916.02,4.0,5.0,small appliances,12.0,0,-13.0,916.02,2017,10,2017-10-12,3,0,0.2666666666666666,0,1,-0.6639008715770781,1,0,0,0,0
e811880120e802367a37c73fdbc0a7a2,6441d665c5a1058502eb8ad0a2e2282b,delivered,2017-11-26 15:47:51,2017-11-26 15:56:24,2017-11-28 21:09:47,2017-12-14 00:37:09,2018-01-02,1.0,1dec4c88c685d5a07bf01dcb0f8bf9f8,712e6ed8aa4aa1fa65dab41fed5737e4,2017-12-05 15:56:24,559.0,37.27,20d8a6a96bd3f57a4d289c8166122c45,6608,jandira,sp,automotivo,44.0,982.0,3.0,17600.0,49.0,49.0,23.0,89560.0,videira,sc,credit card,596.27,10.0,5.0,auto,17.0,0,-19.0,596.27,2017,11,2017-11-26,6,1,0.1425,0,1,-0.6414205803134143,1,0,0,0,0
8ca57f2b32c00588cab243b2115441f5,284e326e8a71e55bdb0b210ddfabaa27,delivered,2018-08-06 18:45:01,2018-08-07 06:45:09,2018-08-08 16:18:00,2018-08-18 11:48:58,2018-08-30,1.0,5cc37c2c2b8ea0c98010d1ee6028e45b,b32be1695eb7ec5f10f72d9610a12527,2018-08-09 06:45:09,889.0,84.38759999999995,79e12483f9b14c3254db94bd137a4b70,49047,aracaju,se,eletroportateis,59.0,2212.0,4.0,8700.0,40.0,16.0,40.0,95012.0,caxias do sul,rs,boleto,1480.73,1.0,1.0,small appliances,11.0,0,-12.0,1480.73,2018,8,2018-08-06,0,0,12.002222222222224,0,1,-0.7436885863194963,1,1,0,0,0
371f13dd168ce30a881e0db8cf3929fb,f411a040a2fa31babc72e93f3a947e07,delivered,2017-08-26 10:26:53,2017-08-26 10:35:17,2017-08-31 19:42:41,2017-09-12 20:52:38,2017-09-27,1.0,15ae68f4be12b1e7037da33a1ef9753a,2528513dd95219a6013d4d05176e391a,2017-08-31 10:35:17,599.0,66.87,5805f02470aa5a345996c6cf1eae5be1,65480,arari,ma,casa_conforto,58.0,216.0,3.0,7600.0,50.0,30.0,40.0,6060.0,osasco,sp,credit card,665.87,8.0,5.0,home confort,17.0,0,-15.0,665.87,2017,8,2017-08-26,5,1,0.14,0,1,-0.6708088508179737,1,1,0,0,0
d396adb7e51ca1bcb4a84cb786fee813,33a366be73843c5da3d68f3d3427afd6,delivered,2017-07-03 16:42:42,2017-07-05 06:44:25,2017-07-12 20:47:52,2017-08-01 21:10:36,2017-08-04,1.0,9069c427ca36847bc3907c09712f6cf8,7b1222c3624aa89b9558b50a2594188c,2017-07-19 06:44:25,699.9,22.15,f00dcc95289fc9d9a4938889748b94fe,97095,santa maria,rs,brinquedos,56.0,1138.0,2.0,6250.0,60.0,20.0,40.0,15041.0,sao jose do rio preto,sp,boleto,722.05,1.0,5.0,toys,29.0,0,-3.0,722.05,2017,7,2017-07-03,0,0,38.02861111111111,0,1,-0.6561731871144575,1,0,0,0,0
9f035a4126d6f9cf43447e9b8eb6abae,ac7e3d34240c0ebfc003455c2e04d10a,delivered,2017-09-20 11:35:09,2017-09-20 11:50:10,2017-09-27 21:16:18,2017-10-18 19:32:17,2017-10-19,1.0,362e37b5c8826ef516a607cb5f99b8f1,6d66611d7c44cc30ce351abc49a68421,2017-09-26 11:50:10,229.9,65.1,cf2d4b59551f1a621e1dd518d8025d3f,57035,maceio,al,esporte_lazer,50.0,1037.0,5.0,13350.0,35.0,20.0,95.0,4378.0,sao paulo,sp,credit card,295.0,10.0,4.0,sports leisure,28.0,0,-1.0,295.0,2017,9,2017-09-20,2,0,0.2502777777777777,0,1,-0.6390465210022691,0,1,0,0,0
16cb3a72f04e248a1244b076ce0d9bb7,ff9c535af2f9325df8f3c81f30f60b8b,delivered,2018-05-23 14:21:17,2018-05-23 14:37:15,2018-06-11 09:07:00,2018-06-19 18:50:58,2018-07-05,1.0,39774ab6b55af4ca99782e23935a97a4,7c67e1448b00f6e969d365cea6b010ab,2018-06-08 14:37:15,149.99,74.78,9da098e9a3edd7f640205f03a340a821,76550,porangatu,go,moveis_escritorio,43.0,1363.0,1.0,12050.0,57.0,54.0,22.0,8577.0,itaquaquecetuba,sp,credit card,224.77,3.0,4.0,office furniture,27.0,0,-16.0,224.77,2018,5,2018-05-23,2,0,0.2661111111111111,0,1,-0.6086261780286819,0,1,0,0,0
eb1873ec4d6a2af1c0626a7d08bd9c09,1531106e1c467cea04c233e54a383098,delivered,2018-05-10 17:48:41,2018-05-10 18:17:57,2018-05-11 07:23:00,2018-05-18 15:56:43,2018-06-01,1.0,d2239567438e335a463191a43f2f02ff,b94cc9f10ddc85e4ba73a6f7974e7101,2018-05-18 18:17:57,799.9,28.18,5e8a37a9db66531212450e6bd9a3c9ad,15056,sao jose do rio preto,sp,brinquedos,59.0,1849.0,3.0,2400.0,16.0,50.0,22.0,27930.0,macae,rj,credit card,828.08,10.0,5.0,toys,7.0,0,-14.0,828.0799999999999,2018,5,2018-05-10,3,0,0.4877777777777777,0,1,-0.6694873421805175,1,0,0,0,0
8a0b2bc5c7a1c524635f4de8bae9dffe,764fb80689629a0092fa11ada23a0c4e,delivered,2017-11-23 22:27:55,2017-11-23 22:37:27,2017-11-27 20:23:03,2018-01-20 15:26:28,2017-12-22,1.0,52690beab08122aee391378fbf246a58,cd68562d3f44870c08922d380acae552,2017-11-29 22:37:27,485.0,19.15,2c90fdbc33c7a6f301f4c63f0c962b3f,94470,viamao,rs,cool_stuff,60.0,813.0,3.0,650.0,16.0,7.0,12.0,14050.0,ribeirao preto,sp,credit card,1008.3,10.0,1.0,cool stuff,45.0,1,29.0,504.15,2017,11,2017-11-23,3,0,0.1588888888888888,0,1,-0.6926717801698403,0,0,1,0,1
8a0b2bc5c7a1c524635f4de8bae9dffe,764fb80689629a0092fa11ada23a0c4e,delivered,2017-11-23 22:27:55,2017-11-23 22:37:27,2017-11-27 20:23:03,2018-01-20 15:26:28,2017-12-22,2.0,52690beab08122aee391378fbf246a58,cd68562d3f44870c08922d380acae552,2017-11-29 22:37:27,485.0,19.15,2c90fdbc33c7a6f301f4c63f0c962b3f,94470,viamao,rs,cool_stuff,60.0,813.0,3.0,650.0,16.0,7.0,12.0,14050.0,ribeirao preto,sp,credit card,1008.3,10.0,1.0,cool stuff,45.0,1,29.0,504.15,2017,11,2017-11-23,3,0,0.1588888888888888,0,1,-0.6926717801698403,0,0,1,0,1
bb2dfe6031f35f7abc9a3c7dad5e4467,01e0d4fb731e6ee47df3f3f179cc0a0b,delivered,2017-01-22 14:09:03,2017-01-22 14:30:43,2017-01-23 11:21:46,2017-01-30 12:37:55,2017-02-16,1.0,b68cf84ede4fd1e14b1740de5b727d55,e24fc9fcd865784fb25705606fe3dfe7,2017-01-26 14:09:03,636.0,15.84,9a47f3ac5c51599a24bb848c16ece5f4,5633,sao paulo,sp,beleza_saude,47.0,1319.0,2.0,638.0,26.0,13.0,22.0,12913.0,braganca paulista,sp,credit card,651.84,8.0,3.0,health beauty,7.0,0,-17.0,651.84,2017,1,2017-01-22,6,1,0.3611111111111111,0,1,-0.6195175913941854,1,0,0,0,0
e897d96adf4da16805cd6faf2913ce48,ede6d420b95b2d4145c3e0de07483597,delivered,2017-05-06 12:28:42,2017-05-06 13:02:28,2017-05-16 17:24:45,2017-05-19 16:36:08,2017-06-02,1.0,24619f43ab25b60db576926fd78edd39,f25e239052084705e17a982bc600ab2a,2017-05-11 13:02:28,798.0,56.89,e8092d3af4962027cd1f45d669494cd6,95625,imbe,rs,pet_shop,39.0,585.0,5.0,18800.0,55.0,45.0,35.0,1123.0,sao paulo,sp,credit card,854.89,6.0,5.0,pet shop,13.0,0,-14.0,854.89,2017,5,2017-05-06,5,1,0.5627777777777778,0,1,-0.683122010949268,1,0,0,0,0
4190ab61a7fced69f3ee84d1da1120cc,3df7ff0b86935d5249e4d6cd56b89131,delivered,2017-12-08 11:38:00,2017-12-09 02:36:21,2018-01-12 00:35:33,2018-01-31 19:08:40,2018-01-11,1.0,7053ea870121d9f77c255101139dd0e9,4b5f66b7adcf57f1ecc0d3c07dd6b177,2017-12-14 02:36:21,172.5,38.76,b5c758a46ae1c305aa9f913d3b895951,45818,trancoso,ba,informatica_acessorios,43.0,688.0,1.0,2000.0,25.0,15.0,15.0,87025.0,vendas@creditparts.com.br,pr,boleto,211.26,1.0,1.0,computers accessories,45.0,1,20.0,211.26,2017,12,2017-12-08,4,0,14.9725,0,1,-0.5954643012584049,0,0,1,0,0
a236ae70310b60403c3adac81f96d5e6,972e7c5340efc85efad5a12e49eff86a,delivered,2018-07-16 23:40:37,2018-07-17 00:35:16,2018-07-27 11:54:00,2018-08-06 17:40:28,2018-08-06,1.0,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018-07-23 00:35:16,122.99,63.11,1450ca0539e1e64a77c08ba841c8be94,13604,araras,sp,beleza_saude,50.0,1257.0,1.0,700.0,25.0,12.0,19.0,65072.0,sao luis,ma,credit card,186.1,10.0,5.0,health beauty,20.0,1,0.0,186.1,2018,7,2018-07-16,0,0,0.9108333333333334,0,1,-0.6021353287843688,0,1,0,0,0
dd6d0f11a9c3d2abdc91e95b9598b332,e6c386cfd321a1708aa60ff6b8f46449,delivered,2018-01-11 21:42:30,2018-01-13 19:30:09,2018-02-08 21:16:40,2018-02-21 21:26:15,2018-03-01,1.0,b4436da747c3a53ab07ac0e71de17dcd,cf8ab1616079e2793aa29d524df01bb1,2018-02-01 19:29:39,889.0,84.38759999999995,5bc4d654dc4eb95cbd977eafadb38383,47600,bom jesus da lapa,ba,esporte_lazer,42.0,696.0,1.0,24450.0,105.0,50.0,20.0,4088.0,sao paulo,sp,credit card,1692.05,5.0,1.0,sports leisure,40.0,0,-8.0,1692.05,2018,1,2018-01-11,3,0,45.79416666666667,0,1,-0.7685942541895671,1,1,0,0,0
46f3c70ec2c3e58a0c126aeb5d10d9b9,627b92adad5c3e29a2c4518bfcf13fec,delivered,2017-09-11 19:42:40,2017-09-11 19:50:23,2017-09-14 21:14:49,2017-09-25 18:46:24,2017-10-11,1.0,8e630a6101b33d99671d79b67b87052d,2528513dd95219a6013d4d05176e391a,2017-09-15 19:50:23,599.0,84.38759999999995,c34829c1ffe2887992efcf51e4e02b31,77405,gurupi,to,casa_conforto,57.0,217.0,3.0,10900.0,50.0,30.0,40.0,6060.0,osasco,sp,credit card,695.61,8.0,3.0,home confort,13.0,0,-16.0,695.61,2017,9,2017-09-11,0,0,0.1286111111111111,0,1,-0.6947913069082156,1,1,0,0,0
b5ae10bf67afb6e14718789096f22787,f69cf4381400f65b36639b8e1c11092a,delivered,2018-08-12 19:28:01,2018-08-12 19:45:23,2018-08-13 12:17:00,2018-08-16 23:21:14,2018-08-22,1.0,0546131238f7e9d6b5c24dbb5d8e3133,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-08-14 19:45:23,889.0,30.12,49e30036e0a9b1d35c61e3095d05e263,36037,juiz de fora,mg,beleza_saude,60.0,3200.0,4.0,1450.0,34.0,6.0,24.0,9628.0,sao bernardo do campo,sp,credit card,1075.12,10.0,5.0,health beauty,4.0,0,-6.0,1075.12,2018,8,2018-08-12,6,1,0.2894444444444444,0,1,-0.6983668885130296,1,0,0,0,0
