order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,payment_type,payment_value,payment_installments,review_score,category,delivery_days,is_late,delay_days,total_order_value,order_year,order_month,order_date,order_dayofweek,is_weekend,approval_hours,is_cancelled
fbf16cb7728cac175e1222c7d73734c6,c0723ced6e0b4ec1af136c0cf6b86e3e,delivered,2018-08-01 20:34:38,2018-08-03 02:44:06,2018-08-03 16:09:00,2018-08-09 00:51:04,2018-08-14,1.0,c9c6fde711572c1ad99ca12728c6af00,562fc2f2c2863ab7e79a9e4388a58a14,2018-08-07 02:44:06,59.99,18.52,c2a3897a7b0f66194905d20cb06311cb,39925,salto da divisa,mg,telefonia,51.0,678.0,2.0,150.0,17.0,8.0,14.0,13070.0,campinas,sp,boleto,78.51,1.0,4.0,telephony,7.0,0,-5.0,78.51,2018,8,2018-08-01,2,0,30.157777777777778,0
949685852c781dc1ceefe5810f2fbc27,269b0a35943abc8d354e9d50c8bd9d21,delivered,2018-08-04 18:36:26,2018-08-07 04:15:33,2018-08-07 13:51:00,2018-08-20 14:38:40,2018-08-24,1.0,be157a92e815713738a71a0defb96c65,750303a20e9c56b2a6bc45cdce0b897d,2018-08-13 04:15:33,104.9,23.88,fc25f71bab94146446884fc523121d48,78240,porto esperidiao,mt,esporte_lazer,51.0,361.0,4.0,975.0,17.0,11.0,14.0,74333.0,goiania,go,boleto,128.78,1.0,5.0,sports leisure,15.0,0,-4.0,128.78,2018,8,2018-08-04,5,1,57.651944444444446,0
e3e77a472278ddd0f93e5b1391db15bc,320cf06e46b715660ce965771a023702,delivered,2018-01-04 00:48:26,2018-01-05 00:38:17,2018-01-08 18:14:33,2018-01-10 23:10:16,2018-01-30,2.0,512bcb8dec32fae04f4e4f0b407e8e74,1835b56ce799e6a4dc4eddc053f04066,2018-01-11 00:38:17,39.0,21.04,2ac4312997e09e6770fd4c3d52adf77a,6756,taboao da serra,sp,cama_mesa_banho,55.0,837.0,1.0,250.0,16.0,10.0,16.0,14940.0,ibitinga,sp,credit card,118.44,1.0,5.0,bed bath table,6.0,0,-20.0,60.04,2018,1,2018-01-04,3,0,23.83083333333333,0
f6e89f57355aba0267e4063a2d762c90,5a9c24ae3a1031f1439b260a24d14f36,delivered,2017-04-03 16:00:59,2017-04-03 16:35:07,2017-04-04 15:30:03,2017-04-06 12:57:00,2017-04-24,1.0,574597aaf385996112490308e37399ce,febab0275244b9a49a623f0bd613ca2f,2017-04-07 16:35:07,49.0,14.12,a6abe15d926391d0b739f4f60ae20b43,17700,osvaldo cruz,sp,utilidades_domesticas,55.0,499.0,1.0,4800.0,22.0,63.0,22.0,13920.0,pedreira,sp,debit card,63.12,1.0,5.0,housewares,2.0,0,-18.0,63.12,2017,4,2017-04-03,0,0,0.5688888888888889,0
f4a291980c5b03cc5d41ced6b0407be3,77ad74a9853420d7436599cc3ae2c567,delivered,2017-03-28 13:03:50,2017-03-28 13:15:11,2017-03-30 16:07:41,2017-04-05 15:42:59,2017-04-17,1.0,e0ce26ae52c9ab0b8c8e42129d6c1996,391fc6631aebcf3004804e51b40bcf1e,2017-04-03 13:15:11,24.9,11.74,e014d8299dbdb7f7329be5e5fa637d15,18020,sorocaba,sp,moveis_decoracao,56.0,297.0,2.0,1050.0,100.0,5.0,11.0,14940.0,ibitinga,sp,credit card,36.64,3.0,1.0,furniture decor,8.0,0,-12.0,36.64,2017,3,2017-03-28,1,0,0.1891666666666666,0
cd74cd8f3a1445a29e098dcac4cc8d11,522798e320397e9049c8ec58d85843bb,delivered,2018-07-19 20:33:00,2018-07-20 20:25:13,2018-08-07 17:17:00,2018-08-10 22:03:46,2018-09-03,2.0,bd07b66896d6f1494f5b86251848ced7,7c67e1448b00f6e969d365cea6b010ab,2018-08-09 20:25:13,149.98,36.28,c1d6b3acce320f7fe811d54554febfd4,22210,rio de janeiro,rj,moveis_escritorio,55.0,955.0,1.0,8267.0,52.0,52.0,17.0,8577.0,itaquaquecetuba,sp,credit card,372.52,1.0,1.0,office furniture,22.0,0,-24.0,186.26,2018,7,2018-07-19,3,0,23.870277777777776,0
498a0b00b1c51a95e61baebf6379d76b,e60e08d06effbf35575193d851fd8007,delivered,2018-07-20 11:28:33,2018-07-20 11:46:15,2018-07-23 10:04:00,2018-08-07 20:28:32,2018-08-20,1.0,5d6bea33648f018dbb563f3a2fab09f3,1025f0e2d44d7041d6cf58b6550e0bfa,2018-07-27 11:46:15,150.0,42.03,78130fb0014a1ecce98e7faa41b6f06e,95660,tres coroas,rs,moveis_decoracao,53.0,616.0,1.0,4000.0,30.0,35.0,30.0,3204.0,sao paulo,sp,credit card,192.03,3.0,5.0,furniture decor,18.0,0,-13.0,192.03,2018,7,2018-07-20,4,0,0.295,0
856810a950aa2ddd3f8e1016428132df,52ac2fdda5d32c848a5234a3226228c7,delivered,2018-03-23 07:29:56,2018-03-23 07:50:32,2018-03-27 20:57:19,2018-04-09 17:18:13,2018-04-11,1.0,f4f67ccaece962d013a4e1d7dc3a61f7,8581055ce74af1daba164fdbd55a40de,2018-03-29 07:50:32,229.04,22.62,7884a4772e359f6085bd17bcdadf19f9,11950,cajati,sp,automotivo,52.0,603.0,1.0,7625.0,61.0,14.0,61.0,7112.0,guarulhos,sp,credit card,251.66,3.0,5.0,auto,17.0,0,-2.0,251.66,2018,3,2018-03-23,4,0,0.3433333333333333,0
3cb5915708fd5b47246994508f858ffd,679f84ceb2ee4ca5bca0c3ea34647746,delivered,2017-11-16 14:36:08,2017-11-18 02:29:03,2017-11-21 10:15:36,2017-12-06 18:42:29,2017-12-11,6.0,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,2017-11-23 02:29:03,59.9,17.67,2aa8fc021c68c7c1e1698d29faf24820,88137,palhoca,sc,ferramentas_jardim,57.0,339.0,2.0,1800.0,37.0,22.0,40.0,15025.0,sao jose do rio preto,sp,boleto,620.56,1.0,5.0,garden tools,20.0,0,-5.0,77.57,2017,11,2017-11-16,3,0,35.88194444444444,0
f8c4580716ac69092b8428753aab516c,bbe141b2d7930c7e7d084a162b0da9df,delivered,2017-06-24 22:36:34,2017-06-24 22:50:09,2017-06-27 16:04:20,2017-07-06 12:37:03,2017-07-21,1.0,39aa98469aa7460a9764311b3f8efb12,391fc6631aebcf3004804e51b40bcf1e,2017-07-03 22:50:09,45.95,15.1,32986159620ad4f8f78153891fade1eb,84200,jaguariaiva,pr,cama_mesa_banho,47.0,161.0,2.0,350.0,25.0,8.0,19.0,14940.0,ibitinga,sp,credit card,61.05,2.0,5.0,bed bath table,11.0,0,-15.0,61.05,2017,6,2017-06-24,5,1,0.2263888888888889,0
389fe6a1834e9ac1b0ca61a63346667b,70fcd63fd02ad8c1445c178f8461d774,delivered,2017-06-23 17:25:55,2017-06-27 04:05:35,2017-07-03 16:16:45,2017-07-04 14:43:25,2017-07-06,1.0,acde6bd0b5f91190e2a123df389b0b47,36a968b544695394e4e9d7572688598f,2017-07-03 04:05:35,24.9,8.27,50e7f6cf762b48a1e27e6274b8324f5d,3976,sao paulo,sp,automotivo,52.0,545.0,4.0,358.0,16.0,6.0,17.0,11010.0,santos,sp,boleto,33.17,1.0,4.0,auto,10.0,0,-2.0,33.17,2017,6,2017-06-23,4,0,82.66111111111111,0
9fafe0a1253661cb02ef32961e541418,e68dc6ddc66106494b71509df5d300d4,delivered,2018-04-21 19:05:21,2018-04-24 18:06:03,2018-04-25 10:25:00,2018-05-10 18:08:51,2018-05-22,1.0,af91083bde899b201798b52ae89babea,06a2c3af7b3aee5d69171b0e14f0ee87,2018-04-26 19:30:56,64.99,29.48,bb2cd40647221cb2374a4134822ac7e9,83501,almirante tamandare,pr,beleza_saude,44.0,937.0,1.0,350.0,19.0,12.0,13.0,65072.0,sao luis,ma,credit card,94.47,3.0,4.0,health beauty,18.0,0,-12.0,94.47,2018,4,2018-04-21,5,1,71.01166666666667,0
33cb48a8f9d0e5bf683cda9881aae15e,4a3efc742773d796e3e990b5de3e0616,delivered,2017-03-13 08:43:09,2017-03-13 08:43:09,2017-03-14 13:21:49,2017-04-05 12:11:00,2017-04-12,2.0,07b90e3c7e287977b2e8cd54a98ddb89,48162d548f5b1b11b9d29d1e01f75a61,2017-03-20 08:43:09,21.9,20.8,7263bdaf8bd8ca9e023f521f8ae50970,49035,aracaju,se,ferramentas_jardim,45.0,821.0,2.0,500.0,20.0,20.0,20.0,13403.0,piracicaba,sp,credit card,85.39999999999999,2.0,4.0,garden tools,23.0,0,-7.0,42.7,2017,3,2017-03-13,0,0,0.0,0
51d7a5256a29ae35eeaa4d7bbf14931a,170fa80e9be57279b9ff58d86386806e,delivered,2018-01-16 21:44:39,2018-01-16 22:32:27,2018-01-22 22:34:13,2018-02-26 17:03:55,2018-02-09,1.0,99f265229d46f700208ad7cb1ff48aae,ea8482cd71df3c1969d7b9473ff13abc,2018-01-22 22:32:27,39.99,15.1,10b5d8ebc7239e0278bd3cbef0f6534c,36144,conceicao da ibitipoca,mg,telefonia,60.0,755.0,6.0,350.0,17.0,4.0,12.0,4160.0,sao paulo,sp,credit card,55.09,1.0,5.0,telephony,40.0,1,17.0,55.09,2018,1,2018-01-16,1,0,0.7966666666666666,0
7c48889642a4142114249d57bb4bdee4,2e3dfc9431fbb04b3644350481145208,delivered,2018-06-21 12:12:45,2018-06-21 12:40:50,2018-06-25 17:23:00,2018-06-27 20:37:50,2018-07-05,1.0,62b0e890638d64f8e51e7418813fea07,e883aa812c37a7413226856f4579fe91,2018-06-26 12:31:02,349.9,16.84,847d48ab91b59d6720c342abc0329351,11410,guaruja,sp,eletrodomesticos,37.0,1632.0,10.0,5050.0,29.0,37.0,25.0,6696.0,itapevi,sp,credit card,366.74,2.0,4.0,home appliances,6.0,0,-8.0,366.74,2018,6,2018-06-21,3,0,0.4680555555555555,0
799964b5666f130721bec3cdeb97270f,a8964a039cb8b2f64c82ca3ffe3a46f9,delivered,2017-05-29 07:52:30,2017-05-30 04:55:14,2017-06-05 09:52:01,2017-06-14 14:53:57,2017-06-19,1.0,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,2017-06-05 04:55:14,16.5,11.85,5d3f4c134fd624f70c76e47d1ed81903,13631,pirassununga,sp,telefonia,56.0,351.0,1.0,350.0,19.0,4.0,11.0,3504.0,sao paulo,sp,boleto,28.35,1.0,5.0,telephony,16.0,0,-5.0,28.35,2017,5,2017-05-29,0,0,21.04555555555556,0
f78a3a22a7eb2580aa261454a60166c3,86c420c75e70aa42c68655dca896b8ac,delivered,2018-02-15 19:47:55,2018-02-15 20:06:26,2018-02-16 20:59:05,2018-02-19 23:25:17,2018-03-02,1.0,4b5e26931a0b0d3a690a3f520329a975,955fee9216a65b617aa5c0531780ce60,2018-02-21 19:06:26,210.0,24.05,d0be859f85cda9d896ab14e4ffba955d,2557,sao paulo,sp,esporte_lazer,57.0,1161.0,10.0,9450.0,85.0,10.0,33.0,4782.0,sao paulo,sp,credit card,234.05,2.0,5.0,sports leisure,4.0,0,-11.0,234.05,2018,2,2018-02-15,3,0,0.3086111111111111,0
a518b0e2cc4f320f21cf76b615df9869,dc20dedafe13e7115406d0761505b778,delivered,2017-05-28 21:12:56,2017-05-28 23:05:14,2017-05-29 09:25:19,2017-06-07 15:59:22,2017-06-21,1.0,5a6e53c3b4e8684b13388d6aa4afdf12,7299e27ed73d2ad986de7f7c77d919fa,2017-06-01 23:05:14,16.99,15.1,97815a7fb6efce9322ee1a17afeb1b96,18708,avare,sp,utilidades_domesticas,45.0,176.0,2.0,200.0,19.0,9.0,12.0,38440.0,araguari,mg,credit card,32.09,1.0,5.0,housewares,9.0,0,-14.0,32.09,2017,5,2017-05-28,6,1,1.8716666666666664,0
342d167b1d92106f9aa3dc7c963bdefc,bdfea960f3ebb5e69dd14408948c6150,delivered,2018-06-28 18:25:08,2018-06-28 18:49:53,2018-06-29 14:38:00,2018-07-13 00:21:35,2018-07-27,1.0,b38b25d838ae0b8385e8cc68b9017644,fad44952713764836814be105382aee5,2018-07-05 18:49:53,130.0,19.82,1e940198a8b1731fb11dc7df8193d18f,78050,cuiaba,mt,beleza_saude,59.0,1153.0,4.0,200.0,18.0,3.0,20.0,21340.0,rio de janeiro,rj,credit card,149.82,5.0,5.0,health beauty,14.0,0,-14.0,149.82,2018,6,2018-06-28,3,0,0.4125,0
2e0c591aeea96a822de207d1a2a5de9a,481cca8db41199ffb234a2ab4caf7f82,delivered,2017-08-19 10:43:53,2017-08-19 11:04:24,2017-08-23 20:57:29,2017-09-02 11:44:54,2017-09-20,1.0,549356446db225e7f67b22ceaf66d159,6a51fc556dab5f766ced6fbc860bc613,2017-08-24 11:04:24,226.9,26.43,f12b71c6e234e45a85bac3b4f6d9273b,27163,california da barra,rj,climatizacao,58.0,872.0,1.0,6250.0,53.0,21.0,36.0,17500.0,marilia,sp,credit card,506.66,10.0,4.0,air conditioning,14.0,0,-18.0,253.33,2017,8,2017-08-19,5,1,0.3419444444444444,0
1c7a2b989035d96cd218d9b9f352c098,504dd8e916e67a34a5a7308488ed88d6,delivered,2018-07-17 14:25:51,2018-07-18 14:22:16,2018-07-19 11:58:00,2018-07-25 14:38:31,2018-08-07,3.0,812f428f6757ab16c46cffc68f2e90c5,eed78ac17f7f795a19a709745f00cd4e,2018-07-24 14:22:16,59.8,19.61,6dcf48fcc0c4d96dd7af8a0897ae9de8,88070,florianopolis,sc,moveis_decoracao,53.0,1991.0,2.0,600.0,60.0,7.0,14.0,18608.0,botucatu,sp,credit card,238.23,5.0,3.0,furniture decor,8.0,0,-13.0,79.41,2018,7,2018-07-17,1,0,23.940277777777776,0
a95eb29a471af01de73051c0c2be6424,ba1068c84437bac080cf8b26ffa6cf62,delivered,2018-01-27 12:45:32,2018-01-27 12:55:42,2018-01-29 21:29:00,2018-02-07 00:19:41,2018-03-01,1.0,79366d6a24de9351b7ca6e3cf75a68ec,cc3d14116804f7209f3884f6367f1152,2018-02-07 12:55:42,193.0,18.6,1fb4d3e2072185a3ad227d7a6c0149a2,11440,guaruja,sp,eletroportateis,44.0,2558.0,1.0,1100.0,34.0,11.0,25.0,82940.0,curitiba,pr,credit card,211.6,6.0,5.0,small appliances,10.0,0,-22.0,211.6,2018,1,2018-01-27,5,1,0.1694444444444444,0
1df599f6c4bc10fe5cbfd2ae1ade43fc,a33cf67d34f636add92fbd8aaacb5fe8,delivered,2017-11-26 23:17:07,2017-11-26 23:33:22,2017-11-30 22:44:55,2017-12-05 19:28:49,2017-12-12,1.0,4c2394abfbac7ff59ec7a420918562fa,cc419e0650a3c5ba77189a1882b7556a,2017-12-03 23:31:20,84.99,9.41,1414a9595feb0039d2d9cc169e284d95,13285,vinhedo,sp,beleza_saude,49.0,1495.0,3.0,600.0,33.0,19.0,13.0,9015.0,santo andre,sp,credit card,94.4,1.0,5.0,health beauty,8.0,0,-7.0,94.4,2017,11,2017-11-26,6,1,0.2708333333333333,0
08f70652fecc748f3ab45ccaac355cb1,6fd906d0a040625ef90f40d64c601cb3,delivered,2017-10-09 22:08:45,2017-10-09 22:26:23,2017-10-11 13:37:36,2017-10-17 18:27:29,2017-11-06,1.0,2028bf1b01cafb2d2b1901fca4083222,cc419e0650a3c5ba77189a1882b7556a,2017-10-19 23:26:23,56.99,15.15,65c208081a82865d2ef3bea8fc98c599,37480,lambari,mg,perfumaria,54.0,1536.0,2.0,250.0,20.0,8.0,21.0,9015.0,santo andre,sp,credit card,72.14,5.0,4.0,perfumery,7.0,0,-20.0,72.14,2017,10,2017-10-09,0,0,0.2938888888888888,0
1639cec93b4df0f2fec8601299c7f4c8,fbe5e936200a869da3a98b8bb37584af,delivered,2017-11-30 20:55:26,2017-12-02 20:56:22,2017-12-05 22:22:46,2017-12-18 21:12:36,2018-01-05,2.0,96ed3b4b62790bd962aac0b317109be4,cac4c8e7b1ca6252d8f20b2fc1a2e4af,2017-12-07 20:56:22,34.99,17.6,d105ba436df4426aaa8d11fb73d09f8d,39400,montes claros,mg,moveis_decoracao,29.0,1720.0,2.0,600.0,30.0,15.0,15.0,13347.0,indaiatuba,sp,credit card,105.18,10.0,5.0,furniture decor,18.0,0,-18.0,52.59,2017,11,2017-11-30,3,0,48.01555555555556,0
6597a54aa04a81a38f7e13b5f7fe7aa6,e5f9c9b7c5f9c39879a552985b1ccb9e,delivered,2018-02-14 23:21:11,2018-02-16 08:07:39,2018-02-16 22:23:00,2018-02-19 23:29:12,2018-03-05,1.0,1c9b5793de6c3d9117b6218552c87a8f,3c7c4a49ec3c6550809089c6a2ca9370,2018-02-22 07:07:39,13.99,7.78,0b0548476f92f8e3f71718784ad32aed,4346,sao paulo,sp,perfumaria,54.0,956.0,1.0,50.0,16.0,5.0,11.0,3804.0,sao paulo,sp,boleto,21.77,1.0,3.0,perfumery,5.0,0,-14.0,21.77,2018,2,2018-02-14,2,0,32.77444444444444,0
dbd30a7576c4b37b30dec899b4f0b174,0fa5d90d4ea93728f18d914fdcb288df,delivered,2018-03-14 09:57:45,2018-03-14 10:40:22,2018-03-14 20:32:31,2018-03-23 00:56:44,2018-04-02,1.0,7ce94ab189134e2d3c05f496d635419c,8b321bb669392f5163d04c59e235e066,2018-03-20 10:31:45,13.65,15.23,221cdba9da121d5fd252b5f1f96d9d38,29050,vitoria,es,eletronicos,39.0,400.0,1.0,200.0,25.0,7.0,16.0,1212.0,sao paulo,sp,credit card,28.88,1.0,4.0,electronics,8.0,0,-10.0,28.880000000000003,2018,3,2018-03-14,2,0,0.7102777777777778,0
11353d8c2550bd22ef8c18735c303f5f,c070a39e2e1a6ffa15ac18f096422d2c,delivered,2018-03-19 23:11:53,2018-03-19 23:28:23,2018-03-20 19:21:36,2018-04-10 16:34:30,2018-04-11,1.0,5dee2c14e1989141e15d341d4c62d72a,670c26e0f1bf8d0576271d5cfaec6d2b,2018-03-25 23:28:23,87.9,13.74,e0d5e4dcc51b803017994bfd88070910,13068,campinas,sp,esporte_lazer,56.0,859.0,1.0,353.0,23.0,15.0,16.0,87025.0,maringa,pr,credit card,101.64,4.0,3.0,sports leisure,21.0,0,-1.0,101.64,2018,3,2018-03-19,0,0,0.275,0
b3312a188dae0d167f15c025aab9852a,24c75f9811e066333bad50ce22419e1c,delivered,2017-07-13 15:13:15,2017-07-13 15:25:32,2017-07-13 20:29:19,2017-07-19 17:58:54,2017-08-04,1.0,beefe69ad05b3ad47376e388d3b5ea22,dbc22125167c298ef99da25668e1011f,2017-07-19 15:25:32,106.9,14.48,d794bf30a8e87498a331cca78f58b71d,11035,santos,sp,malas_acessorios,54.0,444.0,1.0,1200.0,40.0,10.0,32.0,37564.0,borda da mata,mg,credit card,121.38,5.0,4.0,luggage accessories,6.0,0,-16.0,121.38,2017,7,2017-07-13,3,0,0.2047222222222222,0
dc95c77dd5f88e79576808b9ed5e4df3,2d83e8ee0c505cb36c7da0c911677101,delivered,2017-09-28 19:10:06,2017-09-28 19:25:25,2017-10-03 18:42:30,2017-10-24 00:57:32,2017-10-16,1.0,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,2017-10-04 19:25:25,109.99,27.21,945ed8a625d351267099b17f21a83aea,4474,sao paulo,sp,bebes,36.0,1058.0,1.0,14950.0,77.0,20.0,53.0,13257.0,itatiba,sp,credit card,137.2,5.0,1.0,baby,25.0,1,8.0,137.2,2017,9,2017-09-28,3,0,0.2552777777777777,0
f30fa14e2b0495b15843f4fa7e1287b1,039afda3072825c183a2ec67468cf1b7,delivered,2017-03-11 00:27:23,2017-03-11 00:27:23,2017-03-14 11:42:48,2017-03-17 13:22:18,2017-04-10,1.0,fcb0e3bd6245e82cb0203dca6c126e43,36a968b544695394e4e9d7572688598f,2017-03-27 00:27:23,20.9,10.96,b30dc2706c2d00ef71ed80a75eb242f7,1241,sao paulo,sp,informatica_acessorios,37.0,100.0,1.0,200.0,60.0,11.0,11.0,11010.0,santos,sp,credit card,63.72,1.0,1.0,computers accessories,6.0,0,-24.0,31.86,2017,3,2017-03-11,5,1,0.0,0
